Unit ID,ISP,Technology,State,Census,timezone_offset,timezone_offset_dst,Download,Download - Lower Bound,Download - Upper Bound,Upload,Whitebox Model
3880089,CenturyLink,DSL,CO,West,-5,-4,12,12,12,0.896,SK Whitebox 8.0
3880097,CenturyLink,DSL,NE,Midwest,-5,-4,12,12,12,0.896,SK Whitebox 8.0
3880101,CenturyLink,DSL,MN,Midwest,-5,-4,12,12,12,0.896,SK Whitebox 8.0
3880109,CenturyLink,DSL,CO,West,-5,-4,7,7,7,0.896,SK Whitebox 8.0
3880113,Cox,Cable,AR,South,-5,-4,300,300,300,30,SK Whitebox 8.0
3880117,CenturyLink,DSL,ID,West,-5,-4,40,40,40,5,SK Whitebox 8.0
3880121,CenturyLink,DSL,NM,West,-5,-4,12,12,12,0.896,SK Whitebox 8.0
3880129,CenturyLink,DSL,WA,West,-5,-4,10,10,10,0.768,SK Whitebox 8.0
3880141,CenturyLink,DSL,NM,West,-5,-4,10,10,10,1,SK Whitebox 8.0
3880145,CenturyLink,DSL,FL,South,-5,-4,10,10,10,0.768,SK Whitebox 8.0
3880153,Cincinnati Bell,Fiber,OH,Midwest,-5,-4,250,250,250,100,SK Whitebox 8.0
3880165,CenturyLink,DSL,NE,Midwest,-5,-4,3,3,3,0.64,SK Whitebox 8.0
3880177,CenturyLink,DSL,NC,South,-5,-4,10,10,10,0.768,SK Whitebox 8.0
3880181,CenturyLink,DSL,ID,West,-5,-4,7,7,7,0.896,SK Whitebox 8.0
3880185,CenturyLink,DSL,UT,West,-5,-4,40,40,40,5,SK Whitebox 8.0
3880189,Optimum,Cable,NY,Northeast,-5,-4,100,100,100,35,SK Whitebox 8.0
3880197,Optimum,Cable,NY,Northeast,-5,-4,100,100,100,35,SK Whitebox 8.0
3880205,Optimum,Cable,NJ,Northeast,-5,-4,400,400,400,35,SK Whitebox 8.0
3880213,Optimum,Cable,NJ,Northeast,-5,-4,200,200,200,35,SK Whitebox 8.0
3880217,CenturyLink,DSL,IN,Midwest,-5,-4,3,3,3,0.512,SK Whitebox 8.0
3880225,Optimum,Cable,NY,Northeast,-5,-4,100,100,100,35,SK Whitebox 8.0
3880241,Cincinnati Bell,Fiber,OH,Midwest,-5,-4,250,250,250,100,SK Whitebox 8.0
3880257,Optimum,Cable,NJ,Northeast,-5,-4,100,100,100,35,SK Whitebox 8.0
3880261,CenturyLink,DSL,WI,Midwest,-5,-4,3,3,3,0.512,SK Whitebox 8.0
3880273,CenturyLink,DSL,MO,Midwest,-5,-4,25,25,25,2,SK Whitebox 8.0
3880281,CenturyLink,DSL,WA,West,-5,-4,1.5,1.5,1.5,0.256,SK Whitebox 8.0
3880285,CenturyLink,DSL,FL,South,-5,-4,1.5,1.5,1.5,0.256,SK Whitebox 8.0
3880289,CenturyLink,DSL,TX,South,-5,-4,3,3,3,0.512,SK Whitebox 8.0
3880293,Cincinnati Bell,Fiber,OH,Midwest,-5,-4,250,250,250,100,SK Whitebox 8.0
3880313,CenturyLink,DSL,WA,West,-5,-4,1.5,1.5,1.5,0.896,SK Whitebox 8.0
3880317,Optimum,Cable,CT,Northeast,-5,-4,200,200,200,35,SK Whitebox 8.0
3880321,CenturyLink,DSL,NC,South,-5,-4,25,25,25,2,SK Whitebox 8.0
3880329,Optimum,Cable,CT,Northeast,-5,-4,200,200,200,35,SK Whitebox 8.0
3880333,CenturyLink,DSL,TN,South,-5,-4,25,25,25,2,SK Whitebox 8.0
3880337,CenturyLink,DSL,AR,South,-5,-4,25,25,25,2,SK Whitebox 8.0
3880345,Cox,Cable,LA,South,-5,-4,30,30,30,3,SK Whitebox 8.0
3880349,CenturyLink,DSL,NJ,Northeast,-5,-4,10,10,10,0.768,SK Whitebox 8.0
3880353,CenturyLink,DSL,OR,West,-5,-4,7,7,7,0.896,SK Whitebox 8.0
3880373,CenturyLink,DSL,MN,Midwest,-5,-4,12,12,12,0.896,SK Whitebox 8.0
3880377,CenturyLink,DSL,MN,Midwest,-5,-4,40,40,40,5,SK Whitebox 8.0
3880401,Cincinnati Bell,Fiber,OH,Midwest,-5,-4,250,250,250,100,SK Whitebox 8.0
3880409,CenturyLink,DSL,TX,South,-5,-4,3,3,3,0.512,SK Whitebox 8.0
3880413,CenturyLink,DSL,ID,West,-5,-4,12,12,12,0.896,SK Whitebox 8.0
3880417,Optimum,Cable,NY,Northeast,-5,-4,200,200,200,35,SK Whitebox 8.0
3880425,CenturyLink,DSL,MT,West,-5,-4,3,3,3,0.64,SK Whitebox 8.0
3880429,CenturyLink,DSL,WA,West,-5,-4,10,10,10,0.768,SK Whitebox 8.0
3880445,Cox,Cable,LA,South,-5,-4,300,300,300,30,SK Whitebox 8.0
3880457,Cox,Cable,LA,South,-5,-4,150,150,150,10,SK Whitebox 8.0
3880461,CenturyLink,DSL,AL,South,-5,-4,1.5,1.5,1.5,0.256,SK Whitebox 8.0
3880473,CenturyLink,DSL,VA,South,-5,-4,10,10,10,0.768,SK Whitebox 8.0
3880481,Cox,Cable,VA,South,-5,-4,300,300,300,30,SK Whitebox 8.0
3880489,Cincinnati Bell,Fiber,OH,Midwest,-5,-4,250,250,250,100,SK Whitebox 8.0
3880493,CenturyLink,DSL,WI,Midwest,-5,-4,3,3,3,0.512,SK Whitebox 8.0
3880497,Cincinnati Bell,Fiber,OH,Midwest,-5,-4,250,250,250,100,SK Whitebox 8.0
3880501,Optimum,Cable,NY,Northeast,-5,-4,200,200,200,35,SK Whitebox 8.0
3880509,Cincinnati Bell,Fiber,KY,South,-5,-4,250,250,250,100,SK Whitebox 8.0
3880517,Windstream,DSL,PA,Northeast,-5,-4,1.5,1.5,1.5,0.768,SK Whitebox 8.0
3880521,CenturyLink,DSL,MN,Midwest,-5,-4,1.5,1.5,1.5,0.896,SK Whitebox 8.0
3880529,Charter,Cable,OH,Midwest,-5,-4,200,200,200,10,SK Whitebox 8.0
3880533,CenturyLink,DSL,FL,South,-5,-4,1.5,1.5,1.5,0.512,SK Whitebox 8.0
3880541,CenturyLink,DSL,WI,Midwest,-5,-4,25,25,25,2,SK Whitebox 8.0
3880545,CenturyLink,DSL,CO,West,-5,-4,1.5,1.5,1.5,0.896,SK Whitebox 8.0
3880549,CenturyLink,DSL,TX,South,-5,-4,1.5,1.5,1.5,0.256,SK Whitebox 8.0
3880577,Cincinnati Bell,Fiber,KY,South,-5,-4,250,250,250,100,SK Whitebox 8.0
3880581,Cincinnati Bell,Fiber,OH,Midwest,-5,-4,250,250,250,100,SK Whitebox 8.0
3880585,CenturyLink,DSL,LA,South,-5,-4,3,3,3,0.512,SK Whitebox 8.0
3880589,CenturyLink,DSL,FL,South,-5,-4,25,25,25,2,SK Whitebox 8.0
3880593,CenturyLink,DSL,MN,Midwest,-5,-4,40,40,40,5,SK Whitebox 8.0
3880597,Cincinnati Bell,Fiber,OH,Midwest,-5,-4,250,250,250,100,SK Whitebox 8.0
3880601,CenturyLink,DSL,ID,West,-5,-4,20,20,20,0.896,SK Whitebox 8.0
3880609,CenturyLink,DSL,IA,Midwest,-5,-4,20,20,20,0.896,SK Whitebox 8.0
3880613,Cox,Cable,AZ,West,-5,-4,150,150,150,10,SK Whitebox 8.0
3880625,CenturyLink,DSL,NM,West,-5,-4,3,3,3,0.64,SK Whitebox 8.0
3880629,Windstream,DSL,AR,South,-5,-4,12,12,12,1.5,SK Whitebox 8.0
3880633,Windstream,DSL,TX,South,-5,-4,10,10,10,1,SK Whitebox 8.0
3880637,CenturyLink,DSL,CO,West,-5,-4,12,12,12,0.896,SK Whitebox 8.0
3880641,Windstream,DSL,IA,Midwest,-5,-4,10,10,10,1,SK Whitebox 8.0
3880649,CenturyLink,DSL,NV,West,-5,-4,40,40,40,20,SK Whitebox 8.0
3880653,Cincinnati Bell,Fiber,OH,Midwest,-5,-4,250,250,250,100,SK Whitebox 8.0
3880657,Windstream,DSL,GA,South,-5,-4,10,10,10,1,SK Whitebox 8.0
3880665,Windstream,DSL,AR,South,-5,-4,10,10,10,1,SK Whitebox 8.0
3880669,Windstream,DSL,PA,Northeast,-5,-4,10,10,10,1,SK Whitebox 8.0
3880677,Windstream,DSL,NE,Midwest,-5,-4,10,10,10,1,SK Whitebox 8.0
3880681,Windstream,DSL,PA,Northeast,-5,-4,10,10,10,1,SK Whitebox 8.0
3880685,Windstream,DSL,OH,Midwest,-5,-4,10,10,10,1,SK Whitebox 8.0
3880697,Windstream,DSL,NC,South,-5,-4,10,10,10,1,SK Whitebox 8.0
3880701,Windstream,DSL,NC,South,-5,-4,16,16,16,1.5,SK Whitebox 8.0
3880709,Windstream,DSL,KY,South,-5,-4,10,10,10,1,SK Whitebox 8.0
3880733,CenturyLink,DSL,OR,West,-5,-4,12,12,12,0.896,SK Whitebox 8.0
3880737,Windstream,DSL,OK,South,-5,-4,6,6,6,0.768,SK Whitebox 8.0
3880741,Windstream,DSL,NC,South,-5,-4,10,10,10,1,SK Whitebox 8.0
3880761,Windstream,DSL,GA,South,-5,-4,6,6,6,0.768,SK Whitebox 8.0
3880765,Windstream,DSL,GA,South,-5,-4,12,12,12,0.768,SK Whitebox 8.0
3880773,Windstream,DSL,GA,South,-5,-4,6,6,6,0.768,SK Whitebox 8.0
3880777,Windstream,DSL,GA,South,-5,-4,10,10,10,1,SK Whitebox 8.0
3880781,Windstream,DSL,FL,South,-5,-4,12,12,12,0.768,SK Whitebox 8.0
3880785,Windstream,DSL,IA,Midwest,-5,-4,12,12,12,0.768,SK Whitebox 8.0
3880789,Windstream,DSL,GA,South,-5,-4,12,12,12,0.768,SK Whitebox 8.0
3880793,Windstream,DSL,GA,South,-5,-4,12,12,12,0.768,SK Whitebox 8.0
3880797,Windstream,DSL,NC,South,-5,-4,12,12,12,0.768,SK Whitebox 8.0
3880801,Windstream,DSL,GA,South,-5,-4,12,12,12,0.768,SK Whitebox 8.0
3880809,Windstream,DSL,GA,South,-5,-4,12,12,12,0.768,SK Whitebox 8.0
3880813,Windstream,DSL,NE,Midwest,-5,-4,12,12,12,1.5,SK Whitebox 8.0
3880817,Windstream,DSL,TX,South,-5,-4,12,12,12,1.5,SK Whitebox 8.0
3880837,CenturyLink,DSL,WA,West,-5,-4,5,5,5,0.896,SK Whitebox 8.0
3880841,Windstream,DSL,GA,South,-5,-4,12,12,12,0.768,SK Whitebox 8.0
3880853,Windstream,DSL,KY,South,-5,-4,3,3,3,0.768,SK Whitebox 8.0
3880865,Windstream,DSL,FL,South,-5,-4,12,12,12,0.768,SK Whitebox 8.0
3892753,Frontier,DSL,TX,South,-5,-4,3,3,3,0.384,SK Whitebox 8.0
3892757,Frontier,Fiber,CA,West,-5,-4,100,100,100,100,SK Whitebox 8.0
3892769,Frontier,Fiber,TX,South,-5,-4,75,75,75,75,SK Whitebox 8.0
3892777,Cox,Cable,AZ,West,-5,-4,30,30,30,3,SK Whitebox 8.0
3892781,Cox,Cable,AZ,West,-5,-4,30,30,30,3,SK Whitebox 8.0
3892785,Frontier,Fiber,TX,South,-5,-4,75,75,75,75,SK Whitebox 8.0
3892789,Frontier,Fiber,CA,West,-5,-4,100,100,100,100,SK Whitebox 8.0
3892793,Frontier,DSL,WI,Midwest,-5,-4,18,18,18,1,SK Whitebox 8.0
3892797,Frontier,DSL,NC,South,-5,-4,24,24,24,1,SK Whitebox 8.0
3892801,Comcast,Cable,ME,Northeast,-5,-4,150,150,150,5,SK Whitebox 8.0
3892809,Frontier,DSL,CA,West,-5,-4,3,3,3,0.384,SK Whitebox 8.0
3892821,Frontier,DSL,TN,South,-5,-4,24,24,24,1,SK Whitebox 8.0
3892825,Frontier,Fiber,TX,South,-5,-4,150,150,150,150,SK Whitebox 8.0
3892833,Frontier,DSL,CT,Northeast,-5,-4,6,6,6,0.768,SK Whitebox 8.0
3892845,Comcast,Cable,TX,South,-5,-4,60,60,60,5,SK Whitebox 8.0
3892849,Frontier,Fiber,FL,South,-5,-4,50,50,50,50,SK Whitebox 8.0
3892853,Frontier,DSL,MI,Midwest,-5,-4,3,3,3,0.768,SK Whitebox 8.0
3892869,Cincinnati Bell,DSL,OH,Midwest,-5,-4,5,5,5,0.768,SK Whitebox 8.0
3892873,Cincinnati Bell,Fiber,OH,Midwest,-5,-4,250,250,250,100,SK Whitebox 8.0
3892885,Cincinnati Bell,DSL,OH,Midwest,-5,-4,5,5,5,0.768,SK Whitebox 8.0
3892909,Cincinnati Bell,Fiber,OH,Midwest,-5,-4,250,250,250,100,SK Whitebox 8.0
3892925,Cincinnati Bell,DSL,OH,Midwest,-5,-4,30,30,30,3,SK Whitebox 8.0
3892933,Cox,Cable,RI,Northeast,-5,-4,30,30,30,3,SK Whitebox 8.0
3892937,Cox,Cable,CA,West,-5,-4,300,300,300,30,SK Whitebox 8.0
3892953,Cox,Cable,AZ,West,-5,-4,30,30,30,3,SK Whitebox 8.0
3892957,CenturyLink,DSL,ID,West,-5,-4,5,5,5,0.896,SK Whitebox 8.0
3892961,CenturyLink,DSL,AZ,West,-5,-4,12,12,12,0.896,SK Whitebox 8.0
3892969,Cox,Cable,NV,West,-5,-4,30,30,30,3,SK Whitebox 8.0
3892973,CenturyLink,DSL,AZ,West,-5,-4,40,40,40,5,SK Whitebox 8.0
3892977,CenturyLink,DSL,MN,Midwest,-5,-4,1.5,1.5,1.5,0.896,SK Whitebox 8.0
3892981,CenturyLink,DSL,IA,Midwest,-5,-4,1.5,1.5,1.5,0.896,SK Whitebox 8.0
3892989,CenturyLink,DSL,AZ,West,-5,-4,40,40,40,5,SK Whitebox 8.0
3892993,CenturyLink,DSL,CO,West,-5,-4,1.5,1.5,1.5,0.896,SK Whitebox 8.0
3892997,CenturyLink,DSL,ID,West,-5,-4,12,12,12,0.896,SK Whitebox 8.0
3893009,CenturyLink,DSL,MN,Midwest,-5,-4,25,25,25,2,SK Whitebox 8.0
3893041,CenturyLink,DSL,VA,South,-5,-4,1.5,1.5,1.5,0.256,SK Whitebox 8.0
3893045,CenturyLink,DSL,MI,Midwest,-5,-4,1.5,1.5,1.5,0.256,SK Whitebox 8.0
3893053,CenturyLink,DSL,ID,West,-5,-4,7,7,7,0.896,SK Whitebox 8.0
3893057,CenturyLink,DSL,MO,Midwest,-5,-4,1.5,1.5,1.5,0.256,SK Whitebox 8.0
3893061,CenturyLink,DSL,MN,Midwest,-5,-4,7,7,7,0.896,SK Whitebox 8.0
3893065,CenturyLink,DSL,WA,West,-5,-4,40,40,40,5,SK Whitebox 8.0
3893069,CenturyLink,DSL,IA,Midwest,-5,-4,20,20,20,2,SK Whitebox 8.0
3893073,CenturyLink,DSL,WI,Midwest,-5,-4,1.5,1.5,1.5,0.256,SK Whitebox 8.0
3893077,CenturyLink,DSL,PA,Northeast,-5,-4,1.5,1.5,1.5,0.512,SK Whitebox 8.0
3893085,CenturyLink,DSL,IL,Midwest,-5,-4,10,10,10,0.768,SK Whitebox 8.0
3893097,CenturyLink,DSL,NV,West,-5,-4,25,25,25,2,SK Whitebox 8.0
3893101,CenturyLink,DSL,VA,South,-5,-4,25,25,25,2,SK Whitebox 8.0
3893117,CenturyLink,DSL,TX,South,-5,-4,10,10,10,0.768,SK Whitebox 8.0
3893121,CenturyLink,DSL,IA,Midwest,-5,-4,12,12,12,0.896,SK Whitebox 8.0
3893153,CenturyLink,DSL,CO,West,-5,-4,1.5,1.5,1.5,0.896,SK Whitebox 8.0
3893157,CenturyLink,DSL,OR,West,-5,-4,12,12,12,0.896,SK Whitebox 8.0
3893161,CenturyLink,DSL,NJ,Northeast,-5,-4,25,25,25,2,SK Whitebox 8.0
3893165,CenturyLink,DSL,CO,West,-5,-4,40,40,40,5,SK Whitebox 8.0
3893169,CenturyLink,DSL,NM,West,-5,-4,1.5,1.5,1.5,0.896,SK Whitebox 8.0
3893177,CenturyLink,DSL,AZ,West,-5,-4,20,20,20,0.896,SK Whitebox 8.0
3893197,CenturyLink,DSL,AZ,West,-5,-4,12,12,12,0.896,SK Whitebox 8.0
3893205,CenturyLink,DSL,SC,South,-5,-4,10,10,10,0.768,SK Whitebox 8.0
3893209,CenturyLink,DSL,AL,South,-5,-4,8,8,8,0.768,SK Whitebox 8.0
3893213,CenturyLink,DSL,NC,South,-5,-4,40,40,40,5,SK Whitebox 8.0
3893225,CenturyLink,DSL,WA,West,-5,-4,10,10,10,0.768,SK Whitebox 8.0
3893229,CenturyLink,DSL,AR,South,-5,-4,25,25,25,2,SK Whitebox 8.0
3893233,CenturyLink,DSL,PA,Northeast,-5,-4,25,25,25,2,SK Whitebox 8.0
3893241,CenturyLink,DSL,VA,South,-5,-4,10,10,10,0.768,SK Whitebox 8.0
3893245,CenturyLink,DSL,IA,Midwest,-5,-4,20,20,20,2,SK Whitebox 8.0
3893257,CenturyLink,DSL,OH,Midwest,-5,-4,40,40,40,5,SK Whitebox 8.0
3893261,CenturyLink,DSL,VA,South,-5,-4,25,25,25,2,SK Whitebox 8.0
3893265,CenturyLink,DSL,CO,West,-5,-4,12,12,12,0.896,SK Whitebox 8.0
3893269,CenturyLink,DSL,NE,Midwest,-5,-4,12,12,12,0.896,SK Whitebox 8.0
3893277,CenturyLink,DSL,OH,Midwest,-5,-4,1.5,1.5,1.5,0.256,SK Whitebox 8.0
3893281,CenturyLink,DSL,FL,South,-5,-4,20,20,20,2,SK Whitebox 8.0
3893285,CenturyLink,DSL,PA,Northeast,-5,-4,10,10,10,0.768,SK Whitebox 8.0
3893289,CenturyLink,DSL,NC,South,-5,-4,20,20,20,2,SK Whitebox 8.0
3893293,CenturyLink,DSL,FL,South,-5,-4,10,10,10,0.768,SK Whitebox 8.0
3893305,CenturyLink,DSL,NV,West,-5,-4,10,10,10,0.768,SK Whitebox 8.0
3893325,CenturyLink,DSL,MO,Midwest,-5,-4,10,10,10,0.768,SK Whitebox 8.0
3893329,CenturyLink,DSL,OH,Midwest,-5,-4,1.5,1.5,1.5,0.256,SK Whitebox 8.0
3893337,CenturyLink,DSL,WI,Midwest,-5,-4,25,25,25,2,SK Whitebox 8.0
3893345,CenturyLink,DSL,AR,South,-5,-4,25,25,25,2,SK Whitebox 8.0
3893357,CenturyLink,DSL,PA,Northeast,-5,-4,1.5,1.5,1.5,0.256,SK Whitebox 8.0
3893361,CenturyLink,DSL,MN,Midwest,-5,-4,20,20,20,0.896,SK Whitebox 8.0
3893365,CenturyLink,DSL,MO,Midwest,-5,-4,20,20,20,2,SK Whitebox 8.0
3893377,CenturyLink,DSL,WI,Midwest,-5,-4,10,10,10,0.768,SK Whitebox 8.0
3893385,CenturyLink,DSL,IA,Midwest,-5,-4,7,7,7,0.896,SK Whitebox 8.0
3893393,CenturyLink,DSL,MO,Midwest,-5,-4,10,10,10,0.768,SK Whitebox 8.0
3893405,CenturyLink,DSL,NM,West,-5,-4,12,12,12,0.896,SK Whitebox 8.0
3893409,CenturyLink,DSL,WA,West,-5,-4,1.5,1.5,1.5,0.896,SK Whitebox 8.0
3893425,CenturyLink,DSL,WI,Midwest,-5,-4,1.5,1.5,1.5,0.256,SK Whitebox 8.0
3893433,CenturyLink,DSL,CO,West,-5,-4,12,12,12,0.896,SK Whitebox 8.0
3893437,CenturyLink,DSL,AZ,West,-5,-4,20,20,20,0.896,SK Whitebox 8.0
3893441,CenturyLink,DSL,NC,South,-5,-4,25,25,25,2,SK Whitebox 8.0
3893445,CenturyLink,DSL,WI,Midwest,-5,-4,25,25,25,2,SK Whitebox 8.0
3893457,CenturyLink,DSL,WI,Midwest,-5,-4,1.5,1.5,1.5,0.256,SK Whitebox 8.0
3893461,CenturyLink,DSL,NC,South,-5,-4,25,25,25,2,SK Whitebox 8.0
3893465,CenturyLink,DSL,AL,South,-5,-4,1.5,1.5,1.5,0.256,SK Whitebox 8.0
3893469,CenturyLink,DSL,CO,West,-5,-4,25,25,25,2,SK Whitebox 8.0
3893481,CenturyLink,DSL,PA,Northeast,-5,-4,25,25,25,2,SK Whitebox 8.0
3893485,CenturyLink,DSL,AR,South,-5,-4,1.5,1.5,1.5,0.256,SK Whitebox 8.0
3893489,CenturyLink,DSL,VA,South,-5,-4,25,25,25,2,SK Whitebox 8.0
3893501,CenturyLink,DSL,WI,Midwest,-5,-4,20,20,20,2,SK Whitebox 8.0
3893505,CenturyLink,DSL,NC,South,-5,-4,25,25,25,2,SK Whitebox 8.0
3893509,CenturyLink,DSL,AL,South,-5,-4,25,25,25,2,SK Whitebox 8.0
3893513,CenturyLink,DSL,MN,Midwest,-5,-4,12,12,12,0.896,SK Whitebox 8.0
3893525,CenturyLink,DSL,AL,South,-5,-4,25,25,25,2,SK Whitebox 8.0
3893529,CenturyLink,DSL,FL,South,-5,-4,25,25,25,2,SK Whitebox 8.0
3893533,CenturyLink,DSL,UT,West,-5,-4,12,12,12,0.896,SK Whitebox 8.0
3893541,CenturyLink,DSL,TX,South,-5,-4,25,25,25,2,SK Whitebox 8.0
3893549,CenturyLink,DSL,WA,West,-5,-4,12,12,12,0.896,SK Whitebox 8.0
3893553,CenturyLink,DSL,WI,Midwest,-5,-4,25,25,25,2,SK Whitebox 8.0
3893565,CenturyLink,DSL,IN,Midwest,-5,-4,10,10,10,0.768,SK Whitebox 8.0
3893569,CenturyLink,DSL,CO,West,-5,-4,12,12,12,0.896,SK Whitebox 8.0
3893577,CenturyLink,DSL,IN,Midwest,-5,-4,25,25,25,2,SK Whitebox 8.0
3893581,CenturyLink,DSL,NC,South,-5,-4,40,40,40,5,SK Whitebox 8.0
3893597,CenturyLink,DSL,TX,South,-5,-4,10,10,10,0.768,SK Whitebox 8.0
3893985,Frontier,Fiber,TX,South,-5,-4,100,100,100,100,SK Whitebox 8.0
3893997,Frontier,DSL,CA,West,-5,-4,3,3,3,0.384,SK Whitebox 8.0
3894009,Frontier,Fiber,CA,West,-5,-4,75,75,75,75,SK Whitebox 8.0
3894021,Frontier,Fiber,TX,South,-5,-4,150,150,150,150,SK Whitebox 8.0
3894025,Frontier,Fiber,WA,West,-5,-4,75,75,75,75,SK Whitebox 8.0
3894029,Frontier,DSL,CT,Northeast,-5,-4,6,6,6,0.768,SK Whitebox 8.0
3894033,Cox,Cable,NV,West,-5,-4,30,30,30,3,SK Whitebox 8.0
3894037,Frontier,Fiber,TX,South,-5,-4,150,150,150,150,SK Whitebox 8.0
3894053,Frontier,Fiber,FL,South,-5,-4,75,75,75,75,SK Whitebox 8.0
3894069,Frontier,Fiber,CA,West,-5,-4,150,150,150,150,SK Whitebox 8.0
3894077,Frontier,Fiber,IN,Midwest,-5,-4,150,150,150,150,SK Whitebox 8.0
3894081,Frontier,DSL,OH,Midwest,-5,-4,3,3,3,0.768,SK Whitebox 8.0
3894089,Frontier,Fiber,TX,South,-5,-4,100,100,100,100,SK Whitebox 8.0
3894093,Frontier,Fiber,CA,West,-5,-4,150,150,150,150,SK Whitebox 8.0
3894101,Frontier,Fiber,FL,South,-5,-4,100,100,100,100,SK Whitebox 8.0
3894109,Frontier,DSL,CT,Northeast,-5,-4,6,6,6,0.768,SK Whitebox 8.0
3894117,Frontier,DSL,TX,South,-5,-4,6,6,6,0.768,SK Whitebox 8.0
3894121,Frontier,DSL,PA,Northeast,-5,-4,24,24,24,1,SK Whitebox 8.0
3894145,Frontier,DSL,IL,Midwest,-5,-4,12,12,12,1,SK Whitebox 8.0
3894153,Frontier,Fiber,FL,South,-5,-4,75,75,75,75,SK Whitebox 8.0
3894157,Frontier,DSL,CT,Northeast,-5,-4,12,12,12,1,SK Whitebox 8.0
3894161,Frontier,Fiber,TX,South,-5,-4,150,150,150,150,SK Whitebox 8.0
3894169,Frontier,DSL,MN,Midwest,-5,-4,24,24,24,1,SK Whitebox 8.0
3894177,Frontier,DSL,MI,Midwest,-5,-4,12,12,12,1,SK Whitebox 8.0
3894181,Frontier,Fiber,TX,South,-5,-4,50,50,50,50,SK Whitebox 8.0
3894201,Frontier,DSL,OH,Midwest,-5,-4,24,24,24,1,SK Whitebox 8.0
3894217,Cox,Cable,OK,South,-5,-4,30,30,30,3,SK Whitebox 8.0
3894221,Frontier,Fiber,FL,South,-5,-4,100,100,100,100,SK Whitebox 8.0
3894229,Optimum,Cable,NY,Northeast,-5,-4,200,200,200,35,SK Whitebox 8.0
3894233,Frontier,DSL,IN,Midwest,-5,-4,24,24,24,1,SK Whitebox 8.0
3894261,Frontier,DSL,CT,Northeast,-5,-4,12,12,12,1.5,SK Whitebox 8.0
3894285,Frontier,Fiber,FL,South,-5,-4,50,50,50,50,SK Whitebox 8.0
3898013,Windstream,DSL,KY,South,-5,-4,6,6,6,0.768,SK Whitebox 8.0
3898021,Windstream,DSL,GA,South,-5,-4,3,3,3,0.768,SK Whitebox 8.0
3898045,Windstream,DSL,OK,South,-5,-4,10,10,10,1,SK Whitebox 8.0
3898049,Windstream,DSL,NC,South,-5,-4,12,12,12,0.768,SK Whitebox 8.0
3898065,Windstream,DSL,KY,South,-5,-4,10,10,10,1,SK Whitebox 8.0
3898081,Windstream,DSL,IA,Midwest,-5,-4,3,3,3,0.768,SK Whitebox 8.0
3898085,Windstream,DSL,SC,South,-5,-4,10,10,10,1,SK Whitebox 8.0
3898093,Windstream,DSL,OH,Midwest,-5,-4,12,12,12,0.768,SK Whitebox 8.0
3898097,Windstream,DSL,AL,South,-5,-4,12,12,12,0.768,SK Whitebox 8.0
3898101,Windstream,DSL,FL,South,-5,-4,10,10,10,1,SK Whitebox 8.0
3898113,Windstream,DSL,GA,South,-5,-4,3,3,3,0.768,SK Whitebox 8.0
3898117,Windstream,DSL,NC,South,-5,-4,15,15,15,1.5,SK Whitebox 8.0
3898121,Windstream,DSL,IA,Midwest,-5,-4,6,6,6,0.768,SK Whitebox 8.0
3898133,Windstream,DSL,KY,South,-5,-4,12,12,12,1.5,SK Whitebox 8.0
3898137,Windstream,DSL,GA,South,-5,-4,3,3,3,0.512,SK Whitebox 8.0
3898145,Windstream,DSL,GA,South,-5,-4,3,3,3,0.512,SK Whitebox 8.0
3898161,Windstream,DSL,GA,South,-5,-4,12,12,12,0.768,SK Whitebox 8.0
3898165,Windstream,DSL,KY,South,-5,-4,6,6,6,0.768,SK Whitebox 8.0
3898177,Windstream,DSL,PA,Northeast,-5,-4,3,3,3,0.768,SK Whitebox 8.0
3898185,Windstream,DSL,PA,Northeast,-5,-4,3,3,3,0.768,SK Whitebox 8.0
3898197,Windstream,DSL,GA,South,-5,-4,6,6,6,0.768,SK Whitebox 8.0
3898205,Windstream,DSL,GA,South,-5,-4,6,6,6,0.768,SK Whitebox 8.0
3898221,Windstream,DSL,GA,South,-5,-4,12,12,12,0.768,SK Whitebox 8.0
3898229,Windstream,DSL,GA,South,-5,-4,25,25,25,1.5,SK Whitebox 8.0
3898233,Windstream,DSL,IA,Midwest,-5,-4,25,25,25,1.5,SK Whitebox 8.0
3898241,Windstream,DSL,NC,South,-5,-4,12,12,12,1.5,SK Whitebox 8.0
3898245,Windstream,DSL,OK,South,-5,-4,3,3,3,0.768,SK Whitebox 8.0
3898269,Windstream,DSL,GA,South,-5,-4,3,3,3,0.768,SK Whitebox 8.0
3898273,Windstream,DSL,GA,South,-5,-4,12,12,12,1.5,SK Whitebox 8.0
3898277,Windstream,DSL,FL,South,-5,-4,25,25,25,1.5,SK Whitebox 8.0
3898281,Windstream,DSL,GA,South,-5,-4,25,25,25,1.5,SK Whitebox 8.0
3898285,Windstream,DSL,FL,South,-5,-4,25,25,25,1.5,SK Whitebox 8.0
3898293,Windstream,DSL,GA,South,-5,-4,3,3,3,0.512,SK Whitebox 8.0
3898297,Windstream,DSL,GA,South,-5,-4,12,12,12,1.5,SK Whitebox 8.0
3898309,Windstream,DSL,IA,Midwest,-5,-4,6,6,6,0.768,SK Whitebox 8.0
3898321,CenturyLink,DSL,OR,West,-5,-4,20,20,20,2,SK Whitebox 8.0
